date,temperature_c,rainfall_mm
2005-09-08,27.39,0.58
2005-09-09,27.4,0.65
2005-09-10,26.39,4.99
2005-09-11,26.23,1.48
2005-09-12,26.59,0.03
2005-09-13,26.86,0.05
2005-09-14,26.8,0.4
2005-09-15,26.85,0.21
2005-09-16,27.33,0.0
2005-09-17,27.52,0.0
2005-09-18,28.23,0.0
2005-09-19,27.98,0.0
2005-09-20,28.03,0.52
2005-09-21,28.56,0.33
2005-09-22,28.96,0.04
2005-09-23,28.66,2.48
2005-09-24,28.05,1.59
2005-09-25,28.26,0.54
2005-09-26,28.57,0.11
2005-09-27,28.75,0.23
2005-09-28,28.66,0.19
2005-09-29,29.06,0.04
2005-09-30,28.89,0.0
2005-10-01,29.25,0.44
2005-10-02,27.7,0.63
2005-10-03,27.71,0.61
2005-10-04,28.75,0.18
2005-10-05,27.89,1.76
2005-10-06,28.71,1.36
2005-10-07,28.06,2.49
2005-10-08,27.4,11.76
2005-10-09,25.97,18.13
2005-10-10,26.31,16.92
2005-10-11,25.74,14.99
2005-10-12,25.7,16.79
2005-10-13,26.32,8.21
2005-10-14,26.77,3.17
2005-10-15,26.88,2.87
2005-10-16,27.12,2.07
2005-10-17,26.21,7.27
2005-10-18,26.75,3.77
2005-10-19,25.75,5.23
2005-10-20,25.83,5.29
2005-10-21,26.2,16.48
2005-10-22,26.0,8.69
2005-10-23,25.75,5.45
2005-10-24,25.4,5.26
2005-10-25,25.28,22.82
2005-10-26,25.04,22.71
2005-10-27,25.56,4.13
2005-10-28,25.84,1.07
2005-10-29,26.29,0.32
2005-10-30,26.12,0.58
2005-10-31,26.33,0.85
2005-11-01,25.94,2.88
2005-11-02,24.89,8.9
2005-11-03,24.76,19.72
2005-11-04,24.91,26.52
2005-11-05,25.51,25.45
2005-11-06,26.02,14.44
2005-11-07,25.39,12.98
2005-11-08,25.99,3.91
2005-11-09,25.19,7.59
2005-11-10,25.96,3.16
2005-11-11,25.74,0.28
2005-11-12,24.89,13.88
2005-11-13,24.0,28.25
2005-11-14,24.6,1.46
2005-11-15,25.09,0.03
2005-11-16,24.37,0.0
2005-11-17,23.99,0.05
2005-11-18,24.14,0.15
2005-11-19,23.78,21.24
2005-11-20,23.98,31.25
2005-11-21,23.95,42.01
2005-11-22,25.07,13.22
2005-11-23,24.64,8.47
2005-11-24,24.72,8.65
2005-11-25,24.48,20.25
2005-11-26,24.51,2.39
2005-11-27,24.97,1.61
2005-11-28,24.6,4.47
2005-11-29,23.36,0.04
2005-11-30,23.18,0.01
2005-12-01,24.1,0.0
2005-12-02,24.36,2.04
2005-12-03,25.55,2.47
2005-12-04,25.52,9.43
2005-12-05,24.93,1.86
2005-12-06,24.58,1.19
2005-12-07,24.01,0.03
2005-12-08,23.38,1.35
2005-12-09,23.66,7.09
2005-12-10,24.43,9.19
2005-12-11,24.95,3.48
2005-12-12,24.95,11.74
2005-12-13,24.69,3.71
2005-12-14,24.87,3.18
2005-12-15,24.18,4.9
2005-12-16,24.09,6.79
2005-12-17,24.46,6.52
2005-12-18,24.21,6.47
2005-12-19,24.9,1.3
2005-12-20,24.67,0.1
2005-12-21,24.88,9.76
2005-12-22,24.94,7.34
2005-12-23,24.87,2.59
2005-12-24,24.71,0.85
2005-12-25,23.3,0.0
2005-12-26,22.76,0.0
2005-12-27,21.83,0.0
2005-12-28,21.83,0.0
2005-12-29,22.68,0.0
2005-12-30,22.78,0.23
2005-12-31,22.89,2.9
2006-01-01,23.67,4.79
2006-01-02,23.72,0.71
2006-01-03,24.03,1.7
2006-01-04,24.49,7.52
2006-01-05,23.83,8.39
2006-01-06,23.94,2.37
2006-01-07,24.4,5.25
2006-01-08,24.39,3.74
2006-01-09,24.23,1.69
2006-01-10,24.49,0.43
2006-01-11,24.07,15.1
2006-01-12,24.35,32.37
2006-01-13,24.38,15.01
2006-01-14,24.93,26.5
2006-01-15,24.73,5.94
2006-01-16,24.46,2.85
2006-01-17,23.96,0.18
2006-01-18,22.58,0.0
2006-01-19,22.28,0.0
2006-01-20,21.87,0.0
2006-01-21,20.94,0.0
2006-01-22,21.91,0.0
2006-01-23,21.48,0.0
2006-01-24,20.91,0.0
2006-01-25,21.59,0.0
2006-01-26,22.69,0.27
2006-01-27,23.24,12.37
2006-01-28,24.08,10.51
2006-01-29,22.9,0.0
2006-01-30,22.84,0.0
2006-01-31,22.7,0.0
2006-02-01,22.87,0.0
2006-02-02,23.91,0.35
2006-02-03,24.86,7.65
2006-02-04,24.87,18.56
2006-02-05,24.84,3.04
2006-02-06,24.6,0.01
2006-02-07,23.57,0.0
2006-02-08,24.25,6.41
2006-02-09,24.71,8.9
2006-02-10,24.58,0.78
2006-02-11,24.65,0.01
2006-02-12,24.36,0.0
2006-02-13,24.04,0.0
2006-02-14,24.21,0.0
2006-02-15,24.27,0.0
2006-02-16,25.21,0.0
2006-02-17,25.49,0.0
2006-02-18,24.61,0.0
2006-02-19,23.87,0.03
2006-02-20,23.35,0.0
2006-02-21,23.51,0.0
2006-02-22,23.63,0.0
2006-02-23,24.81,0.0
2006-02-24,24.9,0.0
2006-02-25,24.91,0.0
2006-02-26,25.43,0.0
2006-02-27,25.16,0.0
2006-02-28,25.22,0.0
2006-03-01,25.58,0.0
2006-03-02,25.65,27.69
2006-03-03,25.63,25.24
2006-03-04,26.08,21.87
2006-03-05,25.81,6.26
2006-03-06,25.76,8.91
2006-03-07,25.7,0.75
2006-03-08,25.71,5.31
2006-03-09,25.97,1.51
2006-03-10,26.05,7.53
2006-03-11,25.85,3.86
2006-03-12,25.92,1.58
2006-03-13,25.96,0.79
2006-03-14,25.72,0.02
2006-03-15,25.71,1.64
2006-03-16,25.84,0.77
2006-03-17,25.96,0.0
2006-03-18,25.59,0.0
2006-03-19,25.67,0.0
2006-03-20,25.94,0.31
2006-03-21,25.45,0.02
2006-03-22,25.78,0.0
2006-03-23,26.13,0.0
2006-03-24,26.71,0.0
2006-03-25,27.15,0.18
2006-03-26,27.4,0.74
2006-03-27,26.95,0.42
2006-03-28,27.76,0.16
2006-03-29,27.27,6.56
2006-03-30,25.69,7.2
2006-03-31,26.86,12.43
2006-04-01,26.94,2.04
2006-04-02,27.72,0.05
2006-04-03,28.03,0.0
2006-04-04,28.33,0.0
2006-04-05,27.99,0.0
2006-04-06,28.03,0.07
2006-04-07,28.5,0.04
2006-04-08,29.11,0.09
2006-04-09,28.85,0.82
2006-04-10,28.44,2.04
2006-04-11,28.12,1.99
2006-04-12,28.29,0.09
2006-04-13,27.74,3.38
2006-04-14,25.95,13.01
2006-04-15,27.03,6.66
2006-04-16,27.36,9.8
2006-04-17,26.04,4.3
2006-04-18,26.5,0.73
2006-04-19,26.82,12.36
2006-04-20,26.97,8.9
2006-04-21,27.42,1.11
2006-04-22,27.8,0.09
2006-04-23,28.34,0.01
2006-04-24,28.52,0.0
2006-04-25,28.36,1.46
2006-04-26,28.46,1.08
2006-04-27,28.68,0.0
2006-04-28,28.74,0.0
2006-04-29,28.81,0.05
2006-04-30,29.03,0.01
2006-05-01,29.05,0.0
2006-05-02,28.98,1.96
2006-05-03,28.33,6.15
2006-05-04,26.97,21.59
2006-05-05,26.78,12.72
2006-05-06,26.93,1.56
2006-05-07,27.0,2.33
2006-05-08,27.25,0.67
2006-05-09,27.69,2.2
2006-05-10,27.65,0.8
2006-05-11,27.94,0.0
2006-05-12,27.84,0.12
2006-05-13,28.18,0.08
2006-05-14,27.4,0.99
2006-05-15,27.24,1.28
2006-05-16,27.45,0.3
2006-05-17,27.71,0.13
2006-05-18,27.54,3.7
2006-05-19,26.56,5.18
2006-05-20,26.62,1.43
2006-05-21,27.47,0.32
2006-05-22,27.29,0.76
2006-05-23,27.05,0.99
2006-05-24,27.78,0.12
2006-05-25,27.45,0.56
2006-05-26,27.21,2.47
2006-05-27,26.16,4.28
2006-05-28,26.85,3.98
2006-05-29,27.31,1.36
2006-05-30,26.95,3.0
2006-05-31,26.53,5.29
2006-06-01,26.84,0.49
2006-06-02,27.23,0.0
2006-06-03,27.59,0.0
2006-06-04,27.5,0.02
2006-06-05,26.45,0.02
2006-06-06,27.12,0.01
2006-06-07,27.08,0.01
2006-06-08,27.43,0.0
2006-06-09,27.64,0.42
2006-06-10,27.06,0.48
2006-06-11,27.75,0.03
2006-06-12,28.21,0.0
2006-06-13,28.31,0.0
2006-06-14,28.4,0.0
2006-06-15,28.65,1.82
2006-06-16,28.21,1.18
2006-06-17,28.03,0.43
2006-06-18,28.3,0.3
2006-06-19,28.06,0.0
2006-06-20,27.04,0.07
2006-06-21,26.77,2.48
2006-06-22,26.72,7.94
2006-06-23,27.27,3.99
2006-06-24,28.09,1.78
2006-06-25,28.45,0.05
2006-06-26,28.44,0.0
2006-06-27,28.74,0.0
2006-06-28,27.74,0.09
2006-06-29,27.82,0.05
2006-06-30,27.51,0.02
2006-07-01,27.99,0.66
2006-07-02,27.69,1.68
2006-07-03,26.31,5.42
2006-07-04,26.33,7.56
2006-07-05,27.11,4.38
2006-07-06,27.26,0.67
2006-07-07,27.97,0.0
2006-07-08,28.17,0.0
2006-07-09,28.18,0.07
2006-07-10,27.61,0.86
2006-07-11,26.85,1.0
2006-07-12,26.12,2.68
2006-07-13,26.5,0.7
2006-07-14,26.78,0.58
2006-07-15,27.48,0.47
2006-07-16,27.72,0.13
2006-07-17,27.06,1.06
2006-07-18,27.23,0.62
2006-07-19,27.36,0.0
2006-07-20,27.87,0.02
2006-07-21,28.04,2.13
2006-07-22,27.56,0.69
2006-07-23,27.27,0.0
2006-07-24,27.94,0.05
2006-07-25,27.36,0.24
2006-07-26,27.03,0.78
2006-07-27,26.86,0.35
2006-07-28,26.45,0.12
2006-07-29,26.08,0.38
2006-07-30,27.66,0.27
2006-07-31,27.93,0.25
2006-08-01,27.24,0.03
2006-08-02,27.63,0.03
2006-08-03,27.29,0.01
2006-08-04,28.09,0.0
2006-08-05,28.52,0.0
2006-08-06,28.69,0.0
2006-08-07,28.73,0.0
2006-08-08,28.61,0.0
2006-08-09,28.44,0.17
2006-08-10,27.19,4.36
2006-08-11,27.15,1.79
2006-08-12,26.75,1.95
2006-08-13,26.28,3.38
2006-08-14,26.79,3.65
2006-08-15,26.58,5.5
2006-08-16,26.11,1.15
2006-08-17,27.01,0.73
2006-08-18,27.32,1.87
2006-08-19,27.21,1.27
2006-08-20,26.89,1.63
2006-08-21,26.9,7.4
2006-08-22,26.9,5.17
2006-08-23,26.94,23.67
2006-08-24,26.84,12.73
2006-08-25,26.84,2.38
2006-08-26,27.3,0.38
2006-08-27,26.4,0.1
2006-08-28,27.24,0.0
2006-08-29,27.11,0.2
2006-08-30,28.07,0.07
2006-08-31,27.88,0.0
2006-09-01,27.77,1.56
2006-09-02,27.49,5.22
2006-09-03,27.16,2.08
2006-09-04,27.42,0.24
2006-09-05,27.15,0.45
2006-09-06,26.6,13.95
2006-09-07,25.98,5.91
2006-09-08,26.36,5.6
2006-09-09,25.66,5.42
2006-09-10,26.26,2.95
2006-09-11,26.26,1.21
2006-09-12,26.86,3.42
2006-09-13,27.08,1.5
2006-09-14,27.25,0.23
2006-09-15,26.83,0.94
2006-09-16,26.73,1.18
2006-09-17,26.98,0.32
2006-09-18,26.76,0.85
2006-09-19,26.72,1.66
2006-09-20,27.01,3.62
2006-09-21,26.81,5.17
2006-09-22,26.72,2.17
2006-09-23,27.3,0.07
2006-09-24,26.79,0.02
2006-09-25,25.99,1.84
2006-09-26,25.96,0.82
2006-09-27,26.62,0.06
2006-09-28,27.65,0.09
2006-09-29,27.2,0.0
2006-09-30,27.46,0.0
2006-10-01,26.79,0.42
2006-10-02,27.78,0.57
2006-10-03,27.8,0.03
2006-10-04,27.79,0.49
2006-10-05,27.8,1.74
2006-10-06,27.59,1.14
2006-10-07,26.6,5.88
2006-10-08,26.22,5.26
2006-10-09,27.04,0.89
2006-10-10,27.22,1.26
2006-10-11,27.31,1.61
2006-10-12,27.11,19.71
2006-10-13,25.96,34.22
2006-10-14,25.04,7.85
2006-10-15,26.61,3.94
2006-10-16,27.08,8.92
2006-10-17,26.88,10.01
2006-10-18,26.1,18.53
2006-10-19,26.0,16.32
2006-10-20,25.11,19.67
2006-10-21,25.71,4.32
2006-10-22,26.32,7.12
2006-10-23,25.48,12.08
2006-10-24,25.03,34.45
2006-10-25,25.01,44.11
2006-10-26,24.97,39.02
2006-10-27,24.46,38.21
2006-10-28,24.24,18.38
2006-10-29,25.46,0.89
2006-10-30,26.4,1.46
2006-10-31,25.68,3.36
2006-11-01,24.86,1.37
2006-11-02,25.39,1.32
2006-11-03,25.73,8.39
2006-11-04,25.54,18.32
2006-11-05,25.51,9.5
2006-11-06,25.63,3.83
2006-11-07,24.83,26.63
2006-11-08,24.58,21.15
2006-11-09,25.02,20.99
2006-11-10,24.83,14.79
2006-11-11,24.88,7.94
2006-11-12,24.81,11.02
2006-11-13,24.54,13.27
2006-11-14,24.8,11.89
2006-11-15,24.92,20.04
2006-11-16,24.87,14.74
2006-11-17,24.87,25.65
2006-11-18,25.38,22.6
2006-11-19,25.32,12.21
2006-11-20,24.83,11.63
2006-11-21,25.46,4.13
2006-11-22,25.01,11.47
2006-11-23,25.12,2.08
2006-11-24,24.82,0.26
2006-11-25,24.98,7.47
2006-11-26,24.96,7.32
2006-11-27,25.55,2.18
2006-11-28,25.41,4.62
2006-11-29,24.86,0.39
2006-11-30,24.65,0.0
2006-12-01,24.43,0.0
2006-12-02,24.48,1.28
2006-12-03,24.19,1.41
2006-12-04,24.43,14.33
2006-12-05,24.53,2.62
2006-12-06,24.46,5.2
2006-12-07,24.22,13.15
2006-12-08,23.88,1.68
2006-12-09,24.18,0.01
2006-12-10,24.46,5.39
2006-12-11,24.8,19.91
2006-12-12,25.23,5.53
2006-12-13,25.06,0.21
2006-12-14,24.62,0.06
2006-12-15,24.53,2.0
2006-12-16,24.0,1.27
2006-12-17,24.14,1.19
2006-12-18,24.75,5.82
2006-12-19,24.89,36.07
2006-12-20,24.81,27.37
2006-12-21,24.24,4.55
2006-12-22,24.15,0.46
2006-12-23,24.35,1.6
2006-12-24,24.17,0.32
2006-12-25,23.71,0.38
2006-12-26,23.14,0.09
2006-12-27,22.8,0.0
2006-12-28,22.49,0.0
2006-12-29,22.45,0.0
2006-12-30,21.67,0.0
2006-12-31,21.79,0.01
2007-01-01,22.62,0.0
2007-01-02,22.06,0.0
2007-01-03,21.93,0.0
2007-01-04,21.34,0.02
2007-01-05,21.99,0.09
2007-01-06,22.75,1.37
2007-01-07,22.8,0.02
2007-01-08,24.19,25.0
2007-01-09,24.57,14.21
2007-01-10,24.36,6.78
2007-01-11,24.61,11.25
2007-01-12,24.48,3.49
2007-01-13,24.66,0.97
2007-01-14,24.61,1.13
2007-01-15,24.22,0.0
2007-01-16,23.92,0.0
2007-01-17,23.66,0.0
2007-01-18,23.79,0.0
2007-01-19,23.5,0.0
2007-01-20,23.12,0.0
2007-01-21,22.68,0.0
2007-01-22,22.58,0.0
2007-01-23,22.59,0.0
2007-01-24,23.08,0.0
2007-01-25,23.8,0.21
2007-01-26,24.36,1.57
2007-01-27,25.05,9.84
2007-01-28,24.68,7.88
2007-01-29,24.61,0.62
2007-01-30,24.37,0.07
2007-01-31,24.14,0.0
2007-02-01,23.76,0.0
2007-02-02,23.96,0.0
2007-02-03,24.05,0.37
2007-02-04,23.78,0.01
2007-02-05,23.04,0.0
2007-02-06,22.33,0.0
2007-02-07,23.04,0.0
2007-02-08,23.38,0.0
2007-02-09,23.88,0.05
2007-02-10,24.44,0.88
2007-02-11,24.82,7.13
2007-02-12,25.2,1.31
2007-02-13,25.45,0.0
2007-02-14,25.44,0.0
2007-02-15,25.66,0.11
2007-02-16,25.57,0.87
2007-02-17,25.76,1.38
2007-02-18,25.15,0.42
2007-02-19,25.01,0.17
2007-02-20,24.97,0.0
2007-02-21,24.47,0.0
2007-02-22,24.27,0.0
2007-02-23,25.24,0.08
2007-02-24,25.43,8.34
2007-02-25,25.16,15.78
2007-02-26,25.53,4.3
2007-02-27,25.78,2.69
2007-02-28,25.79,0.0
2007-03-01,26.17,0.0
2007-03-02,26.72,3.04
2007-03-03,26.35,2.98
2007-03-04,24.84,0.0
2007-03-05,24.8,0.0
2007-03-06,25.16,0.0
2007-03-07,25.56,0.0
2007-03-08,25.27,0.0
2007-03-09,24.87,0.0
2007-03-10,25.74,0.0
2007-03-11,25.79,0.0
2007-03-12,26.84,0.63
2007-03-13,27.49,0.37
2007-03-14,27.47,0.81
2007-03-15,27.89,1.27
2007-03-16,27.65,1.96
2007-03-17,28.37,0.23
2007-03-18,27.53,0.0
2007-03-19,26.88,0.0
2007-03-20,26.43,0.0
2007-03-21,26.51,0.0
2007-03-22,26.86,0.0
2007-03-23,26.43,0.0
2007-03-24,27.09,0.0
2007-03-25,27.54,0.0
2007-03-26,27.96,0.0
2007-03-27,27.58,0.0
2007-03-28,27.63,0.0
2007-03-29,27.46,0.0
2007-03-30,27.41,0.0
2007-03-31,28.73,3.14
2007-04-01,27.96,9.21
2007-04-02,29.55,0.15
2007-04-03,29.88,1.22
2007-04-04,28.75,1.72
2007-04-05,27.24,18.05
2007-04-06,27.14,7.41
2007-04-07,26.63,6.35
2007-04-08,26.07,23.4
2007-04-09,26.16,15.03
2007-04-10,25.88,38.73
2007-04-11,26.29,22.28
2007-04-12,26.71,6.48
2007-04-13,26.92,0.32
2007-04-14,26.58,0.02
2007-04-15,26.83,2.32
2007-04-16,27.43,2.94
2007-04-17,27.87,1.54
2007-04-18,28.3,0.01
2007-04-19,28.76,0.0
2007-04-20,28.83,1.42
2007-04-21,28.3,1.58
2007-04-22,27.3,1.11
2007-04-23,27.3,0.51
2007-04-24,27.59,0.62
2007-04-25,28.3,5.2
2007-04-26,27.35,22.38
2007-04-27,26.89,4.83
2007-04-28,27.51,2.14
2007-04-29,27.02,9.7
2007-04-30,27.52,3.91
2007-05-01,27.95,0.5
2007-05-02,27.4,0.29
2007-05-03,28.07,0.02
2007-05-04,28.09,0.0
2007-05-05,28.01,0.0
2007-05-06,27.77,0.0
2007-05-07,27.58,0.14
2007-05-08,27.39,1.67
2007-05-09,27.22,3.11
2007-05-10,27.09,0.95
2007-05-11,28.26,0.15
2007-05-12,28.49,0.09
2007-05-13,27.85,0.03
2007-05-14,28.09,0.0
2007-05-15,28.33,0.0
2007-05-16,28.6,0.0
2007-05-17,28.2,0.0
2007-05-18,28.74,0.01
2007-05-19,28.66,0.12
2007-05-20,28.34,0.26
2007-05-21,28.34,0.61
2007-05-22,28.0,0.24
2007-05-23,27.99,0.98
2007-05-24,27.4,0.75
2007-05-25,27.73,1.24
2007-05-26,28.33,0.35
2007-05-27,27.45,3.04
2007-05-28,26.45,4.57
2007-05-29,27.79,0.15
2007-05-30,28.15,0.23
2007-05-31,28.78,0.01
2007-06-01,28.56,0.0
2007-06-02,29.11,1.07
2007-06-03,29.44,1.3
2007-06-04,29.27,0.01
2007-06-05,28.31,0.01
2007-06-06,28.26,0.02
2007-06-07,27.81,1.16
2007-06-08,27.13,0.56
2007-06-09,27.7,0.06
2007-06-10,28.08,0.01
2007-06-11,28.52,0.09
2007-06-12,28.53,0.15
2007-06-13,27.71,2.14
2007-06-14,26.58,5.06
2007-06-15,26.61,10.76
2007-06-16,27.29,2.09
2007-06-17,27.32,0.67
2007-06-18,26.62,1.21
2007-06-19,26.59,0.26
2007-06-20,26.29,0.13
2007-06-21,26.13,3.31
2007-06-22,25.9,5.42
2007-06-23,26.28,10.8
2007-06-24,26.6,3.48
2007-06-25,27.51,0.0
2007-06-26,27.22,0.01
2007-06-27,27.38,0.01
2007-06-28,26.93,0.11
2007-06-29,27.35,0.07
2007-06-30,27.04,0.06
2007-07-01,27.96,1.18
2007-07-02,28.01,1.3
2007-07-03,27.44,1.4
2007-07-04,27.26,0.48
2007-07-05,27.79,0.11
2007-07-06,27.81,0.03
2007-07-07,27.73,0.02
2007-07-08,27.9,0.0
2007-07-09,28.04,0.0
2007-07-10,27.62,0.01
2007-07-11,27.66,0.83
2007-07-12,27.34,1.31
2007-07-13,27.78,0.24
2007-07-14,27.67,0.03
2007-07-15,27.58,0.02
2007-07-16,27.03,1.14
2007-07-17,27.59,0.93
2007-07-18,26.84,0.56
2007-07-19,26.43,7.2
2007-07-20,25.74,5.1
2007-07-21,26.04,0.18
2007-07-22,26.75,0.05
2007-07-23,25.95,7.43
2007-07-24,25.49,4.79
2007-07-25,25.76,0.85
2007-07-26,26.47,0.0
2007-07-27,27.46,0.0
2007-07-28,27.41,0.2
2007-07-29,26.49,8.6
2007-07-30,26.26,2.01
2007-07-31,26.13,0.61
2007-08-01,26.85,1.5
2007-08-02,26.43,2.71
2007-08-03,26.57,0.84
2007-08-04,26.91,0.32
2007-08-05,27.42,0.0
2007-08-06,26.76,0.0
2007-08-07,27.62,0.0
2007-08-08,28.25,0.01
2007-08-09,27.71,0.05
2007-08-10,27.22,0.37
2007-08-11,26.26,0.79
2007-08-12,26.75,0.23
2007-08-13,27.0,0.03
2007-08-14,27.82,0.0
2007-08-15,27.75,0.91
2007-08-16,27.34,0.8
2007-08-17,27.38,0.14
2007-08-18,27.52,0.09
2007-08-19,27.26,0.2
2007-08-20,27.49,0.42
2007-08-21,27.13,0.35
2007-08-22,27.0,0.25
2007-08-23,27.13,3.25
2007-08-24,26.95,5.73
2007-08-25,27.01,1.97
2007-08-26,27.14,0.85
2007-08-27,27.5,0.01
2007-08-28,27.71,0.37
2007-08-29,27.36,0.99
2007-08-30,26.52,4.87
2007-08-31,26.33,4.36
2007-09-01,27.44,0.53
2007-09-02,27.31,0.22
2007-09-03,27.62,0.06
2007-09-04,27.5,0.77
2007-09-05,27.22,2.09
2007-09-06,27.65,1.26
2007-09-07,26.33,22.9
2007-09-08,26.74,16.89
2007-09-09,26.42,22.66
2007-09-10,25.84,4.67
2007-09-11,26.85,0.18
2007-09-12,26.49,2.01
2007-09-13,26.18,2.23
2007-09-14,26.12,0.64
2007-09-15,26.77,0.69
2007-09-16,26.91,5.55
2007-09-17,26.45,6.36
2007-09-18,26.66,2.99
2007-09-19,26.87,1.54
2007-09-20,26.78,0.0
2007-09-21,27.31,0.11
2007-09-22,27.22,0.15
2007-09-23,26.48,1.69
2007-09-24,27.5,0.64
2007-09-25,27.57,0.14
2007-09-26,28.13,0.0
2007-09-27,27.32,0.03
2007-09-28,26.85,0.09
2007-09-29,27.1,0.02
2007-09-30,27.31,0.0
2007-10-01,26.72,0.19
2007-10-02,27.1,0.93
2007-10-03,27.22,0.58
2007-10-04,27.44,0.26
2007-10-05,26.93,0.66
2007-10-06,26.54,3.21
2007-10-07,26.4,5.15
2007-10-08,26.13,4.65
2007-10-09,27.7,0.46
2007-10-10,27.64,10.45
2007-10-11,25.37,38.46
2007-10-12,25.81,3.99
2007-10-13,26.6,0.01
2007-10-14,25.65,3.02
2007-10-15,26.09,6.02
2007-10-16,25.51,7.38
2007-10-17,25.59,28.93
2007-10-18,25.22,15.35
2007-10-19,25.45,8.28
2007-10-20,24.99,3.71
2007-10-21,25.25,0.52
2007-10-22,24.6,28.91
2007-10-23,24.65,11.74
2007-10-24,24.9,10.51
2007-10-25,25.22,22.56
2007-10-26,24.42,35.36
2007-10-27,24.38,15.19
2007-10-28,24.59,5.72
2007-10-29,25.12,1.96
2007-10-30,25.8,2.26
2007-10-31,25.39,0.24
2007-11-01,25.16,7.37
2007-11-02,24.75,7.9
2007-11-03,25.29,8.27
2007-11-04,25.17,39.73
2007-11-05,25.27,15.83
2007-11-06,25.31,14.73
2007-11-07,25.76,9.86
2007-11-08,25.53,12.5
2007-11-09,25.41,8.57
2007-11-10,24.69,0.37
2007-11-11,24.79,4.42
2007-11-12,24.85,6.8
2007-11-13,24.84,2.48
2007-11-14,23.99,0.0
2007-11-15,23.66,0.0
2007-11-16,23.5,0.0
2007-11-17,22.61,0.0
2007-11-18,23.98,0.47
2007-11-19,24.32,4.62
2007-11-20,24.66,2.22
2007-11-21,25.28,3.41
2007-11-22,25.56,11.79
2007-11-23,24.94,5.35
2007-11-24,24.63,2.28
2007-11-25,23.81,0.01
2007-11-26,24.08,0.0
2007-11-27,24.85,5.5
2007-11-28,24.44,4.88
2007-11-29,24.8,0.76
2007-11-30,23.9,0.15
2007-12-01,24.06,0.07
2007-12-02,24.21,0.12
2007-12-03,24.32,0.0
2007-12-04,24.49,0.39
2007-12-05,24.36,0.19
2007-12-06,24.37,0.22
2007-12-07,24.65,0.35
2007-12-08,24.98,0.24
2007-12-09,24.91,1.77
2007-12-10,24.64,0.29
2007-12-11,24.46,0.23
2007-12-12,23.84,22.33
2007-12-13,24.57,39.28
2007-12-14,24.32,7.75
2007-12-15,23.94,7.77
2007-12-16,24.28,13.8
2007-12-17,24.08,19.0
2007-12-18,24.87,36.16
2007-12-19,24.52,11.56
2007-12-20,24.6,8.97
2007-12-21,24.72,21.12
2007-12-22,24.28,24.32
2007-12-23,24.01,18.14
2007-12-24,23.59,0.84
2007-12-25,21.46,0.0
2007-12-26,21.59,0.0
2007-12-27,22.85,0.0
2007-12-28,22.86,0.0
2007-12-29,22.53,0.02
2007-12-30,22.83,0.52
2007-12-31,22.99,0.23
2008-01-01,22.55,0.19
2008-01-02,23.06,4.99
2008-01-03,24.15,11.85
2008-01-04,24.41,0.26
2008-01-05,24.78,0.22
2008-01-06,24.22,0.85
2008-01-07,23.69,6.49
2008-01-08,24.12,10.45
2008-01-09,24.36,4.3
2008-01-10,24.36,1.3
2008-01-11,23.72,2.23
2008-01-12,24.13,4.67
2008-01-13,23.81,3.31
2008-01-14,23.08,0.08
2008-01-15,22.76,0.0
2008-01-16,23.28,0.0
2008-01-17,22.76,0.0
2008-01-18,22.4,0.0
2008-01-19,21.67,0.0
2008-01-20,22.95,2.89
2008-01-21,24.85,5.91
2008-01-22,24.23,0.02
2008-01-23,22.96,0.0
2008-01-24,23.7,0.0
2008-01-25,24.59,0.0
2008-01-26,25.17,0.0
2008-01-27,25.07,0.25
2008-01-28,25.04,1.71
2008-01-29,24.45,0.36
2008-01-30,24.54,0.0
2008-01-31,24.88,0.0
2008-02-01,24.94,0.62
2008-02-02,24.6,0.1
2008-02-03,24.17,0.0
2008-02-04,24.43,0.01
2008-02-05,24.76,0.13
2008-02-06,24.87,10.61
2008-02-07,24.5,4.56
2008-02-08,25.53,10.51
2008-02-09,25.96,10.26
2008-02-10,26.0,8.63
2008-02-11,25.59,3.4
2008-02-12,25.25,1.93
2008-02-13,25.35,0.72
2008-02-14,25.37,0.0
2008-02-15,25.0,1.72
2008-02-16,25.06,0.42
2008-02-17,24.3,0.04
2008-02-18,23.57,0.0
2008-02-19,23.78,0.0
2008-02-20,24.29,0.13
2008-02-21,25.12,3.64
2008-02-22,24.34,0.16
2008-02-23,23.22,0.0
2008-02-24,22.71,0.0
2008-02-25,23.38,0.0
2008-02-26,24.26,5.25
2008-02-27,24.93,8.59
2008-02-28,25.54,6.38
2008-02-29,24.97,21.49
2008-03-01,25.15,1.04
2008-03-02,25.48,1.38
2008-03-03,25.38,0.4
2008-03-04,25.47,0.51
2008-03-05,25.62,7.6
2008-03-06,25.21,13.52
2008-03-07,24.59,3.55
2008-03-08,24.32,0.36
2008-03-09,24.74,44.27
2008-03-10,24.6,27.49
2008-03-11,24.42,14.53
2008-03-12,25.26,22.25
2008-03-13,25.38,21.95
2008-03-14,25.26,17.58
2008-03-15,24.75,22.47
2008-03-16,24.33,14.29
2008-03-17,24.95,3.83
2008-03-18,25.07,6.3
2008-03-19,25.12,11.0
2008-03-20,25.8,3.6
2008-03-21,25.68,2.44
2008-03-22,25.96,10.63
2008-03-23,26.5,11.1
2008-03-24,24.98,22.11
2008-03-25,25.72,1.18
2008-03-26,25.81,0.91
2008-03-27,26.16,0.4
